Quadrant,File Name,Path,Category Type,Image Index
Q1,topleft_6_9.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_9.png,Empty,6
Q1,topleft_6_8.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_8.png,Empty,6
Q1,topleft_8_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_8_7.png,Empty,8
Q1,topleft_0_3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_0_3.png,Empty,0
Q1,topleft_2_1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_2_1.png,Empty,2
Q1,topleft_4_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_4_7.png,Empty,4
Q1,topleft_6_5.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_5.png,Empty,6
Q1,topleft_6_4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_4.png,Empty,6
Q1,topleft_4_6.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_4_6.png,Empty,4
Q1,topleft_2_0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_2_0.png,Empty,2
Q1,topleft_0_2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_0_2.png,Empty,0
Q1,topleft_0_0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_0_0.png,Empty,0
Q1,topleft_2_2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_2_2.png,Empty,2
Q1,topleft_4_4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_4_4.png,Empty,4
Q1,topleft_8_9.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_8_9.png,Empty,8
Q1,topleft_6_6.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_6.png,Empty,6
Q1,topleft_6_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_7.png,Empty,6
Q1,topleft_8_8.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_8_8.png,Empty,8
Q1,topleft_4_5.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_4_5.png,Empty,4
Q1,topleft_2_3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_2_3.png,Empty,2
Q1,topleft_0_1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_0_1.png,Empty,0
Q1,topleft_0_5.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_0_5.png,Empty,0
Q1,topleft_2_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_2_7.png,Empty,2
Q1,topleft_4_1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_4_1.png,Empty,4
Q1,topleft_6_3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_3.png,Empty,6
Q1,topleft_6_2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_2.png,Empty,6
Q1,topleft_4_0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_4_0.png,Empty,4
Q1,topleft_2_6.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_2_6.png,Empty,2
Q1,topleft_0_4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_0_4.png,Empty,0
Q1,topleft_0_6.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_0_6.png,Empty,0
Q1,topleft_2_4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_2_4.png,Empty,2
Q1,topleft_4_2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_4_2.png,Empty,4
Q1,topleft_6_0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_0.png,Empty,6
Q1,topleft_6_1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_6_1.png,Empty,6
Q1,topleft_4_3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_4_3.png,Empty,4
Q1,topleft_2_5.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_2_5.png,Empty,2
Q1,topleft_0_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_0_7.png,Empty,0
Q1,topleft_9_9.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_9_9.png,Empty,9
Q1,topleft_7_6.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_7_6.png,Empty,7
Q1,topleft_5_4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_5_4.png,Empty,5
Q1,topleft_3_2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_3_2.png,Empty,3
Q1,topleft_1_0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_1_0.png,Empty,1
Q1,topleft_1_1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_1_1.png,Empty,1
Q1,topleft_3_3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_3_3.png,Empty,3
Q1,topleft_5_5.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_5_5.png,Empty,5
Q1,topleft_7_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_7_7.png,Empty,7
Q1,topleft_9_8.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_9_8.png,Empty,9
Q1,topleft_7_5.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_7_5.png,Empty,7
Q1,topleft_5_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_5_7.png,Empty,5
Q1,topleft_3_1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_3_1.png,Empty,3
Q1,topleft_1_3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_1_3.png,Empty,1
Q1,topleft_1_2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_1_2.png,Empty,1
Q1,topleft_3_0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_3_0.png,Empty,3
Q1,topleft_5_6.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_5_6.png,Empty,5
Q1,topleft_7_4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_7_4.png,Empty,7
Q1,topleft_7_0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_7_0.png,Empty,7
Q1,topleft_5_2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_5_2.png,Empty,5
Q1,topleft_3_4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_3_4.png,Empty,3
Q1,topleft_1_6.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_1_6.png,Empty,1
Q1,topleft_1_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_1_7.png,Empty,1
Q1,topleft_3_5.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_3_5.png,Empty,3
Q1,topleft_5_3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_5_3.png,Empty,5
Q1,topleft_7_1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_7_1.png,Empty,7
Q1,topleft_7_3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_7_3.png,Empty,7
Q1,topleft_5_1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_5_1.png,Empty,5
Q1,topleft_3_7.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_3_7.png,Empty,3
Q1,topleft_1_5.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_1_5.png,Empty,1
Q1,topleft_1_4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_1_4.png,Empty,1
Q1,topleft_3_6.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_3_6.png,Empty,3
Q1,topleft_5_0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_5_0.png,Empty,5
Q1,topleft_7_2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Empty/topleft_7_2.png,Empty,7
Q1,grid_45_53_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_45_53_224.png,Tumor,45
Q1,grid_39_49_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_39_49_224.png,Tumor,39
Q1,grid_29_46_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_29_46_224.png,Tumor,29
Q1,grid_31_33_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_31_33_224.png,Tumor,31
Q1,grid_34_50_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_50_224.png,Tumor,34
Q1,grid_27_53_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_27_53_224.png,Tumor,27
Q1,grid_34_40_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_40_224.png,Tumor,34
Q1,grid_34_32_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_32_224.png,Tumor,34
Q1,grid_29_49_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_29_49_224.png_upsampled0.png,Tumor,29
Q1,grid_27_51_224.png_upsampled4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_27_51_224.png_upsampled4.png,Tumor,27
Q1,grid_31_41_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_31_41_224.png,Tumor,31
Q1,grid_29_34_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_29_34_224.png,Tumor,29
Q1,grid_45_52_224.png_upsampled3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_45_52_224.png_upsampled3.png,Tumor,45
Q1,grid_56_32_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_56_32_224.png,Tumor,56
Q1,grid_40_42_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_40_42_224.png,Tumor,40
Q1,grid_40_52_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_40_52_224.png,Tumor,40
Q1,grid_35_46_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_35_46_224.png,Tumor,35
Q1,grid_40_53_224.png_upsampled2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_40_53_224.png_upsampled2.png,Tumor,40
Q1,grid_41_36_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_41_36_224.png,Tumor,41
Q1,grid_28_50_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_28_50_224.png,Tumor,28
Q1,grid_28_40_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_28_40_224.png,Tumor,28
Q1,grid_33_32_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_33_32_224.png_upsampled0.png,Tumor,33
Q1,grid_28_32_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_28_32_224.png,Tumor,28
Q1,grid_27_52_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_27_52_224.png_upsampled0.png,Tumor,27
Q1,grid_44_37_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_44_37_224.png,Tumor,44
Q1,grid_41_44_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_41_44_224.png,Tumor,41
Q1,grid_36_38_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_36_38_224.png,Tumor,36
Q1,grid_34_44_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_44_224.png_upsampled1.png,Tumor,34
Q1,grid_26_37_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_26_37_224.png,Tumor,26
Q1,grid_43_36_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_43_36_224.png_upsampled0.png,Tumor,43
Q1,grid_37_37_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_37_37_224.png,Tumor,37
Q1,grid_27_38_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_27_38_224.png,Tumor,27
Q1,grid_44_38_224.png_upsampled2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_44_38_224.png_upsampled2.png,Tumor,44
Q1,grid_31_48_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_31_48_224.png,Tumor,31
Q1,grid_45_38_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_45_38_224.png,Tumor,45
Q1,grid_40_39_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_40_39_224.png,Tumor,40
Q1,grid_30_53_224.png_upsampled4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_30_53_224.png_upsampled4.png,Tumor,30
Q1,grid_39_50_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_39_50_224.png,Tumor,39
Q1,grid_39_40_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_39_40_224.png,Tumor,39
Q1,grid_29_49_224.png_upsampled3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_29_49_224.png_upsampled3.png,Tumor,29
Q1,grid_43_35_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_43_35_224.png,Tumor,43
Q1,grid_36_46_224.png_upsampled2.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_36_46_224.png_upsampled2.png,Tumor,36
Q1,grid_39_37_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_39_37_224.png_upsampled1.png,Tumor,39
Q1,grid_40_53_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_40_53_224.png_upsampled0.png,Tumor,40
Q1,grid_34_49_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_49_224.png,Tumor,34
Q1,grid_37_45_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_37_45_224.png,Tumor,37
Q1,grid_32_36_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_32_36_224.png,Tumor,32
Q1,grid_56_31_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_56_31_224.png_upsampled1.png,Tumor,56
Q1,grid_31_41_224.png_upsampled4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_31_41_224.png_upsampled4.png,Tumor,31
Q1,grid_56_31_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_56_31_224.png_upsampled0.png,Tumor,56
Q1,grid_42_41_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_42_41_224.png,Tumor,42
Q1,grid_43_35_224.png_upsampled4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_43_35_224.png_upsampled4.png,Tumor,43
Q1,grid_34_49_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_49_224.png_upsampled1.png,Tumor,34
Q1,grid_33_52_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_33_52_224.png,Tumor,33
Q1,grid_33_42_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_33_42_224.png,Tumor,33
Q1,grid_26_38_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_26_38_224.png_upsampled1.png,Tumor,26
Q1,grid_36_31_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_36_31_224.png,Tumor,36
Q1,grid_36_43_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_36_43_224.png,Tumor,36
Q1,grid_36_53_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_36_53_224.png,Tumor,36
Q1,grid_30_50_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_30_50_224.png_upsampled0.png,Tumor,30
Q1,grid_33_30_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_33_30_224.png,Tumor,33
Q1,grid_38_46_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_38_46_224.png,Tumor,38
Q1,grid_28_49_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_28_49_224.png,Tumor,28
Q1,grid_34_43_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_43_224.png_upsampled1.png,Tumor,34
Q1,grid_56_32_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_56_32_224.png_upsampled1.png,Tumor,56
Q1,grid_45_39_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_45_39_224.png,Tumor,45
Q1,grid_33_43_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_33_43_224.png_upsampled1.png,Tumor,33
Q1,grid_45_51_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_45_51_224.png_upsampled0.png,Tumor,45
Q1,grid_32_45_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_32_45_224.png,Tumor,32
Q1,grid_31_49_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_31_49_224.png,Tumor,31
Q1,grid_34_48_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_48_224.png,Tumor,34
Q1,grid_37_44_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_37_44_224.png,Tumor,37
Q1,grid_39_41_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_39_41_224.png,Tumor,39
Q1,grid_29_35_224.png_upsampled3.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_29_35_224.png_upsampled3.png,Tumor,29
Q1,grid_34_40_224.png_upsampled0.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_34_40_224.png_upsampled0.png,Tumor,34
Q1,grid_40_38_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_40_38_224.png,Tumor,40
Q1,grid_56_31_224.png_upsampled4.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_56_31_224.png_upsampled4.png,Tumor,56
Q1,grid_43_34_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_43_34_224.png,Tumor,43
Q1,grid_36_30_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_36_30_224.png,Tumor,36
Q1,grid_33_43_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_33_43_224.png,Tumor,33
Q1,grid_33_53_224.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_33_53_224.png,Tumor,33
Q1,grid_43_40_224.png_upsampled1.png,projectdata/images/uncentred_ternary_224_stratified4fold_1000per_seed3888/Q1/Tumor/grid_43_40_224.png_upsampled1.png,Tumor,43
